49.4238,7.75352,271-147.567,0,0,15
49.4238,7.7535,271-31.385,0,0,15
49.4239,7.75347,270-24.232,0,0,15
49.4239,7.75343,268-10.398,0,0,15
49.424,7.75342,267-6.101,0,0,15
49.424,7.75343,270-4.816,0,0,15
49.4241,7.75342,269-2.08,0,0,15
49.4242,7.75341,268-6.944,0,0,15
49.4242,7.75341,2680.805,0,0,15
49.4243,7.75341,268-19.972,0,0,15
49.4243,7.75335,268-50.652,0,0,15
49.4244,7.75326,267-54.441,0,0,15
49.4244,7.75319,267-24.881,0,0,15
49.4245,7.75313,267-43.759,0,0,15
49.4245,7.75303,268-86.473,0,0,15
49.4245,7.75292,270-83.714,0,0,16
49.4245,7.7528,269-77.432,0,0,16
49.4245,7.75269,268-74.571,0,0,16
49.4246,7.75258,268-73.675,0,0,16
49.4246,7.75247,268-76.832,0,0,16
49.4246,7.75235,268-101.527,0,0,16
49.4246,7.75226,269-126.355,0,0,16
49.4245,7.75216,267-106.061,0,0,16
49.4245,7.75204,267-83.612,0,0,16
49.4245,7.75192,268-69.749,0,0,16
49.4246,7.75181,266-73.071,0,0,16
49.4246,7.75168,266-94.432,0,0,16
49.4246,7.75157,271-82.221,0,0,16
49.4246,7.75145,270-70.195,0,0,16
49.4246,7.75134,272-83.718,0,0,16
49.4246,7.75124,268-108.044,0,0,15
49.4246,7.75114,265-105.892,0,0,15
49.4246,7.75102,267-96.233,0,0,15
49.4246,7.75088,272-88.247,0,0,15
49.4246,7.75076,269-70.743,0,0,15
49.4246,7.75065,269-73.665,0,0,15
49.4246,7.75053,268-77.277,0,0,15
49.4246,7.75041,268-87.781,0,0,15
49.4246,7.75032,267-159.247,0,0,16
49.4245,7.75032,268160.816,0,0,16
49.4245,7.7504,267120.898,0,0,16
49.4245,7.75052,26784.75,0,0,16
49.4245,7.75063,26762.332,0,0,16
49.4245,7.75073,26847.873,0,0,16
49.4246,7.75084,26580.967,0,0,16
49.4246,7.75096,26992.517,0,0,16
49.4246,7.75109,26691.804,0,0,16
49.4246,7.75121,26897.518,0,0,16
49.4246,7.75133,26891.864,0,0,16
49.4246,7.75142,27355.063,0,0,16
49.4246,7.75157,26874.381,0,0,16
49.4246,7.75169,270111.655,0,0,16
49.4246,7.75181,267112.485,0,0,16
49.4245,7.75192,268111.236,0,0,16
49.4245,7.75204,26891.152,0,0,16
49.4245,7.75216,26868.551,0,0,16
49.4246,7.75226,26851.689,0,0,16
49.4246,7.75238,26890.332,0,0,16
49.4246,7.7525,269105.244,0,0,16
